application_id,submission_date,institution_type,status,processing_time,document_compliance_score,evaluator_expertise,infrastructure_score
260,2024-04-09 16:41:43.520008,Applied Arts and Crafts,Under Evaluation,99,0.615891795144675,Administration,0.6487552330129082
261,2023-09-20 16:41:43.520010,Engineering,Submitted,13,0.6593044813818036,Industry,0.766344535763179
262,2024-05-11 16:41:43.520011,Management,Submitted,98,0.9517792217162652,Research,0.6252519636831866
263,2024-07-02 16:41:43.520013,Applied Arts and Crafts,Rejected,11,0.5388203879943907,Research,0.7587020225822118
264,2024-08-29 16:41:43.520014,Architecture,Rejected,51,0.9144356381264793,Academic,0.789602506379378
265,2023-11-01 16:41:43.520016,Pharmacy,Document Verification,17,0.6744450375209118,Research,0.7805066456292458
266,2023-12-21 16:41:43.520018,Architecture,Rejected,99,0.760799698005679,Administration,0.947669942961235
267,2024-04-13 16:41:43.520019,Management,Document Verification,82,0.8972428168242453,Research,0.812024982020693
268,2024-07-25 16:41:43.520021,Architecture,Approved,86,0.9421882735114857,Industry,0.7871921849912173
269,2024-03-24 16:41:43.520022,Engineering,Submitted,24,0.6723907100363236,Research,0.7642836981566664
270,2024-08-22 16:41:43.520024,Management,Approved,19,0.7309217406375552,Academic,0.9270493513217944
271,2024-01-11 16:41:43.520025,Pharmacy,Rejected,37,0.7072580324083961,Industry,0.9580226415999332
272,2024-05-24 16:41:43.520027,Engineering,Approved,85,0.5066255167519553,Industry,0.9412969876788471
273,2024-04-06 16:41:43.520028,Management,Approved,8,0.6479714444293283,Academic,0.8694186312525564
274,2023-11-01 16:41:43.520030,Pharmacy,Approved,28,0.7295946168662809,Administration,0.6549446983874697
275,2024-02-05 16:41:43.520032,Engineering,Rejected,5,0.7055468044402199,Industry,0.7107479877968049
276,2024-04-22 16:41:43.520033,Engineering,Approved,17,0.8609646137578397,Administration,0.618425225472791
277,2024-04-01 16:41:43.520035,Management,Document Verification,36,0.6924018086105517,Industry,0.9723296299960457
278,2024-07-08 16:41:43.520036,Applied Arts and Crafts,Rejected,19,0.7446882244853351,Industry,0.8643194118763642
279,2024-05-03 16:41:43.520038,Engineering,Approved,64,0.7148042960661817,Administration,0.8985451537252966
280,2024-03-23 16:41:43.520039,Engineering,Rejected,91,0.8703130744471852,Industry,0.7246286958328916
281,2024-05-07 16:41:43.520041,Pharmacy,Under Evaluation,98,0.9314861994934813,Administration,0.9382614089109369
282,2024-06-17 16:41:43.520042,Architecture,Document Verification,11,0.7659445395037571,Academic,0.7038413134833914
283,2024-05-10 16:41:43.520044,Management,Approved,54,0.8947160970975956,Administration,0.6006575028449799
284,2024-05-19 16:41:43.520045,Management,Under Evaluation,45,0.6483933410099253,Academic,0.7505659850082775
285,2023-09-26 16:41:43.520047,Applied Arts and Crafts,Under Evaluation,47,0.7706848050786343,Industry,0.8283045923836294
286,2023-12-21 16:41:43.520049,Applied Arts and Crafts,Rejected,12,0.6726149768349863,Administration,0.791481943186209
287,2024-01-17 16:41:43.520050,Management,Under Evaluation,21,0.7071004627859152,Industry,0.9448304570306388
288,2024-05-11 16:41:43.520052,Applied Arts and Crafts,Document Verification,11,0.8662069324063343,Administration,0.6421621143824667
289,2024-05-24 16:41:43.520053,Pharmacy,Document Verification,92,0.9408312411663564,Academic,0.8215293762534902
290,2024-03-31 16:41:43.520055,Management,Submitted,5,0.5607476955438827,Academic,0.805191739928363
291,2023-09-17 16:41:43.520056,Applied Arts and Crafts,Document Verification,81,0.8173196282436903,Administration,0.7125571928688652
292,2023-09-28 16:41:43.520058,Management,Under Evaluation,56,0.7910719037888992,Academic,0.9288912450308042
293,2024-02-19 16:41:43.520059,Architecture,Document Verification,20,0.559207519587966,Industry,0.9011394623528826
294,2023-10-26 16:41:43.520061,Engineering,Rejected,41,0.6059471652200545,Industry,0.8931436749327324
295,2024-03-21 16:41:43.520063,Management,Submitted,46,0.6555012473663402,Research,0.9504769913078224
296,2024-02-05 16:41:43.520064,Engineering,Under Evaluation,12,0.5834655354087508,Academic,0.8891138402486085
297,2024-03-15 16:41:43.520066,Applied Arts and Crafts,Submitted,70,0.621864741262171,Industry,0.6927365166858905
298,2024-03-23 16:41:43.520067,Engineering,Under Evaluation,17,0.6338003994308538,Administration,0.8822250846598765
299,2024-06-24 16:41:43.520069,Management,Rejected,19,0.6678369165195298,Academic,0.7230811253559375
300,2023-11-16 16:41:43.520071,Architecture,Submitted,26,0.8746952264005795,Industry,0.6968698601389882
301,2023-11-28 16:41:43.520072,Applied Arts and Crafts,Approved,48,0.7859561019253003,Academic,0.6292014371598509
302,2023-11-01 16:41:43.520074,Management,Under Evaluation,52,0.9931233359757008,Administration,0.8976114321390707
303,2024-04-18 16:41:43.520076,Applied Arts and Crafts,Approved,96,0.7073679134837355,Industry,0.8844003847799244
304,2024-02-18 16:41:43.520077,Pharmacy,Submitted,70,0.8769325369184625,Research,0.6937997910696375
305,2024-04-25 16:41:43.520079,Engineering,Approved,55,0.9357342106882669,Research,0.8997516066896624
306,2024-07-29 16:41:43.520080,Pharmacy,Approved,75,0.8394892465190209,Academic,0.9671363532374212
307,2024-03-08 16:41:43.520082,Management,Submitted,33,0.705932370208748,Administration,0.6432115829966317
308,2024-08-09 16:41:43.520084,Architecture,Rejected,62,0.8767973153728765,Industry,0.69305465535471
309,2024-01-06 16:41:43.520085,Applied Arts and Crafts,Approved,88,0.6018335688863424,Administration,0.9001043176349262
310,2024-03-26 16:41:43.520087,Engineering,Approved,23,0.6637760825900663,Industry,0.7098026694028313
311,2024-07-24 16:41:43.520088,Applied Arts and Crafts,Rejected,15,0.7733426275496444,Academic,0.8498655897134867
312,2024-01-14 16:41:43.520090,Management,Approved,27,0.7877046936430742,Industry,0.6324656897854858
313,2023-09-01 16:41:43.520092,Applied Arts and Crafts,Approved,75,0.5110707377363147,Administration,0.7808809916414154
314,2024-07-11 16:41:43.520093,Engineering,Approved,64,0.9725570943780044,Administration,0.8956365687971812
315,2023-12-11 16:41:43.520095,Management,Document Verification,81,0.848313635608695,Academic,0.874605577217301
316,2023-11-22 16:41:43.520096,Applied Arts and Crafts,Rejected,51,0.7478518751159455,Administration,0.9260288402703227
317,2024-08-04 16:41:43.520098,Architecture,Approved,53,0.9665636172041542,Industry,0.9509808506412676
318,2024-01-18 16:41:43.520100,Management,Rejected,78,0.7195477826254142,Academic,0.9092734005035032
319,2023-11-28 16:41:43.520101,Management,Under Evaluation,91,0.9902177851351859,Industry,0.8686350971755704
320,2023-11-19 16:41:43.520103,Architecture,Under Evaluation,82,0.7561423786217425,Administration,0.6126889967264124
321,2024-05-26 16:41:43.520105,Pharmacy,Approved,92,0.5571428849989897,Academic,0.8139866693637776
322,2023-11-21 16:41:43.520106,Engineering,Rejected,51,0.8824004862296386,Industry,0.6150790899659411
323,2023-10-19 16:41:43.520108,Pharmacy,Rejected,47,0.8394488625389203,Administration,0.9232271268464091
324,2023-11-01 16:41:43.520110,Applied Arts and Crafts,Rejected,4,0.8864933606527934,Administration,0.728289809783983
325,2024-04-06 16:41:43.520112,Architecture,Document Verification,7,0.9757210143628405,Research,0.8249717496471684
326,2024-08-27 16:41:43.520113,Pharmacy,Under Evaluation,35,0.8882446513255091,Administration,0.711778122927561
327,2024-07-27 16:41:43.520115,Management,Rejected,48,0.8056683011083234,Industry,0.9130000577521175
328,2024-02-21 16:41:43.520116,Applied Arts and Crafts,Rejected,73,0.9286544511804204,Academic,0.9546010106567611
329,2024-07-13 16:41:43.520118,Applied Arts and Crafts,Document Verification,72,0.8366232196772658,Research,0.7594569976852256
330,2024-08-14 16:41:43.520120,Pharmacy,Document Verification,45,0.7040595284129616,Administration,0.9451689574043955
331,2024-03-12 16:41:43.520121,Pharmacy,Rejected,81,0.9428098821208866,Administration,0.706830002982533
332,2024-01-24 16:41:43.520123,Architecture,Submitted,81,0.6109502303921864,Administration,0.8138643692302096
333,2024-03-26 16:41:43.520125,Engineering,Rejected,97,0.857320637454362,Industry,0.9435045719354815
334,2024-07-16 16:41:43.520126,Pharmacy,Rejected,96,0.9407817274703785,Research,0.7303525370463161
335,2024-08-25 16:41:43.520128,Pharmacy,Document Verification,72,0.8656582598516481,Industry,0.9816169060312343
336,2024-05-24 16:41:43.520129,Management,Document Verification,19,0.8486377095269284,Research,0.6487518007125535
337,2024-01-11 16:41:43.520131,Applied Arts and Crafts,Rejected,63,0.876319147035918,Academic,0.6073100278894025
338,2024-07-25 16:41:43.520133,Engineering,Rejected,38,0.7325276241503222,Industry,0.9616541410312762
339,2023-11-25 16:41:43.520134,Management,Rejected,67,0.9370853410785129,Industry,0.6274594664591489
340,2023-09-17 16:41:43.520136,Architecture,Document Verification,59,0.6017182375680457,Academic,0.9967556783789967
341,2023-11-03 16:41:43.520138,Architecture,Rejected,69,0.5636932080001696,Research,0.9805587447916424
342,2024-03-03 16:41:43.520139,Pharmacy,Rejected,13,0.6427543900592558,Administration,0.6548083640145282
343,2024-05-28 16:41:43.520141,Pharmacy,Approved,47,0.7657886983874966,Academic,0.8150338502770264
344,2024-05-24 16:41:43.520143,Architecture,Submitted,61,0.755280897704669,Administration,0.6739681189868577
345,2024-02-25 16:41:43.520144,Pharmacy,Under Evaluation,31,0.9102993788382934,Administration,0.7712620692120479
346,2024-05-07 16:41:43.520146,Engineering,Submitted,80,0.7022843282020087,Academic,0.6245700517039331
347,2024-02-22 16:41:43.520148,Pharmacy,Approved,96,0.7421722131457543,Research,0.6895698351186358
348,2023-12-22 16:41:43.520149,Applied Arts and Crafts,Under Evaluation,22,0.5066838416296978,Administration,0.7453091185595598
349,2024-03-23 16:41:43.520151,Pharmacy,Rejected,93,0.7048696182214695,Academic,0.775459000098422
350,2023-12-19 16:41:43.520153,Management,Approved,86,0.8238871164751711,Industry,0.9909985032835573
351,2023-10-13 16:41:43.520154,Engineering,Rejected,43,0.5077541653132961,Industry,0.9231462582735925
352,2024-04-25 16:41:43.520156,Management,Document Verification,67,0.6404409825931219,Industry,0.8949639777247784
353,2024-08-13 16:41:43.520157,Management,Approved,54,0.603978179644695,Academic,0.8148165258967897
354,2023-11-24 16:41:43.520159,Applied Arts and Crafts,Document Verification,10,0.5209927144547941,Industry,0.9359991042417374
355,2024-01-21 16:41:43.520161,Engineering,Approved,42,0.7396300449572688,Administration,0.7357291342622844
356,2024-07-08 16:41:43.520163,Engineering,Approved,64,0.5908616466140783,Industry,0.8835596451093264
357,2024-07-04 16:41:43.520164,Engineering,Document Verification,21,0.8715407698156901,Industry,0.9975135901512688
358,2023-10-13 16:41:43.520166,Engineering,Under Evaluation,80,0.9239639418816743,Administration,0.7258515635740795
359,2023-09-06 16:41:43.520167,Engineering,Submitted,76,0.7727925913345739,Industry,0.869607013953587
360,2024-03-10 16:41:43.520169,Applied Arts and Crafts,Rejected,66,0.9908536712605708,Administration,0.937725945660953
361,2023-11-25 16:41:43.520171,Pharmacy,Approved,41,0.7252392857352976,Industry,0.9663230333402689
362,2024-05-09 16:41:43.520172,Management,Rejected,24,0.7566841051124578,Administration,0.8871730763760407
363,2023-11-17 16:41:43.520174,Engineering,Document Verification,35,0.994608876978875,Industry,0.7134431693668545
364,2023-09-24 16:41:43.520176,Pharmacy,Rejected,56,0.6157742179825244,Administration,0.7305128606275786
365,2024-04-02 16:41:43.520177,Pharmacy,Document Verification,30,0.9712729698384526,Academic,0.6083032128495857
366,2024-04-26 16:41:43.520179,Management,Rejected,57,0.5214187775595567,Administration,0.9043543910686038
367,2024-03-29 16:41:43.520181,Applied Arts and Crafts,Submitted,94,0.7231934451315973,Industry,0.6170958424247805
368,2023-12-02 16:41:43.520182,Architecture,Submitted,47,0.5350017560665329,Industry,0.9458609418410983
369,2024-05-19 16:41:43.520189,Architecture,Submitted,35,0.8646173714568215,Research,0.6474642457898155
370,2023-11-06 16:41:43.520191,Pharmacy,Submitted,19,0.8042044679400089,Administration,0.6687506048543697
371,2023-12-29 16:41:43.520193,Management,Submitted,8,0.8533171317337982,Academic,0.7906105883328949
372,2024-03-08 16:41:43.520194,Architecture,Submitted,26,0.6872401999840085,Administration,0.8951521660674969
373,2024-07-23 16:41:43.520196,Pharmacy,Document Verification,71,0.6847409670156901,Administration,0.6556008820796311
374,2024-03-14 16:41:43.520198,Applied Arts and Crafts,Approved,30,0.5226596394804472,Academic,0.7760284300265994
375,2023-12-28 16:41:43.520199,Architecture,Rejected,7,0.6749724697648198,Administration,0.7931405097640419
376,2024-08-05 16:41:43.520201,Pharmacy,Submitted,67,0.9646442011310297,Academic,0.6849142566674365
377,2023-09-11 16:41:43.520203,Pharmacy,Document Verification,65,0.6896132685902245,Academic,0.6462233506722527
378,2023-10-30 16:41:43.520204,Engineering,Document Verification,36,0.915683853110985,Administration,0.9345683691942558
379,2024-08-18 16:41:43.520206,Applied Arts and Crafts,Document Verification,25,0.921162752374967,Administration,0.8009862599051062
380,2023-10-20 16:41:43.520208,Engineering,Approved,37,0.6866205781896169,Industry,0.6057524943936612
381,2023-10-23 16:41:43.520209,Management,Rejected,1,0.8159943401980945,Industry,0.9211925205236415
382,2024-07-26 16:41:43.520211,Engineering,Approved,15,0.5476858011365293,Research,0.9923175221658339
383,2024-03-11 16:41:43.520213,Engineering,Under Evaluation,37,0.5518392903671383,Research,0.8423704781656989
384,2024-08-11 16:41:43.520214,Architecture,Document Verification,13,0.5243288318308567,Administration,0.8014833548336283
385,2023-10-15 16:41:43.520216,Pharmacy,Under Evaluation,8,0.7905075466875547,Academic,0.9513663452179847
386,2023-12-11 16:41:43.520218,Applied Arts and Crafts,Submitted,5,0.7130354888130486,Research,0.9810067158738395
387,2024-04-11 16:41:43.520219,Engineering,Submitted,60,0.77401617833212,Administration,0.9018147663609842
388,2024-04-10 16:41:43.520221,Applied Arts and Crafts,Approved,73,0.7605365952541939,Research,0.7781811718937152
389,2024-05-31 16:41:43.520223,Engineering,Rejected,1,0.6751014955453651,Academic,0.8368885597325761
390,2023-09-12 16:41:43.520224,Management,Under Evaluation,36,0.8387367074117364,Administration,0.8803741460071997
391,2023-10-14 16:41:43.520226,Engineering,Rejected,35,0.8792509404581954,Academic,0.6777094284007206
392,2023-11-17 16:41:43.520228,Architecture,Approved,66,0.5073141294388379,Administration,0.7788804128865752
393,2024-01-29 16:41:43.520229,Pharmacy,Submitted,63,0.6036211498844392,Research,0.931928505886914
394,2023-09-24 16:41:43.520231,Management,Rejected,23,0.8566179340416684,Industry,0.8618901393993772
395,2024-07-11 16:41:43.520233,Engineering,Rejected,9,0.693310086316917,Research,0.7644816268847416
396,2024-03-31 16:41:43.520234,Applied Arts and Crafts,Submitted,34,0.8312419734708041,Research,0.8653450136058726
397,2024-02-27 16:41:43.520236,Management,Under Evaluation,46,0.6734813298672793,Industry,0.6472889648289839
398,2024-06-29 16:41:43.520238,Management,Submitted,78,0.6953775761648185,Industry,0.7605990442259505
399,2024-02-23 16:41:43.520239,Engineering,Rejected,4,0.5793394368448425,Administration,0.9172514151852226
400,2024-04-28 16:41:43.520241,Management,Under Evaluation,30,0.6291155098330801,Administration,0.6882035148546591
401,2024-04-03 16:41:43.520243,Applied Arts and Crafts,Under Evaluation,95,0.8027058787537936,Academic,0.6743846030229671
402,2023-10-22 16:41:43.520244,Management,Submitted,75,0.7165815556575832,Academic,0.9803274639665726
403,2024-07-04 16:41:43.520246,Applied Arts and Crafts,Rejected,99,0.8871513414722976,Research,0.6839590518344922
404,2023-09-24 16:41:43.520248,Engineering,Approved,72,0.9262924774691714,Industry,0.7043674318600672
405,2023-10-31 16:41:43.520249,Pharmacy,Rejected,3,0.77082320910838,Academic,0.9878463755617352
406,2024-03-04 16:41:43.520251,Management,Document Verification,14,0.8791336460280296,Research,0.8938834281060103
407,2024-03-14 16:41:43.520253,Pharmacy,Approved,60,0.653452256597285,Industry,0.8798386132094113
408,2023-10-10 16:41:43.520254,Applied Arts and Crafts,Under Evaluation,77,0.7074856077000391,Administration,0.9411705535418325
409,2023-12-04 16:41:43.520256,Management,Approved,45,0.8563888381084155,Research,0.6463292328947177
410,2024-07-08 16:41:43.520258,Architecture,Under Evaluation,96,0.6931059964085153,Administration,0.8823824946320029
411,2024-05-22 16:41:43.520259,Pharmacy,Under Evaluation,34,0.7942524675794944,Academic,0.8014754437312955
412,2023-12-11 16:41:43.520261,Management,Approved,45,0.5926863895412557,Academic,0.931660256113656
413,2024-07-09 16:41:43.520263,Pharmacy,Under Evaluation,61,0.799885657485249,Industry,0.8032566874660777
414,2024-07-02 16:41:43.520264,Management,Under Evaluation,83,0.9307568536134467,Research,0.8480965417075649
415,2024-05-15 16:41:43.520266,Engineering,Document Verification,16,0.9343198199117129,Administration,0.7910968505598144
416,2024-08-26 16:41:43.520268,Pharmacy,Rejected,66,0.8621722031647698,Industry,0.7912635694223377
417,2024-05-20 16:41:43.520269,Architecture,Rejected,40,0.8728766895380631,Academic,0.9071879912247326
418,2024-02-17 16:41:43.520271,Architecture,Document Verification,17,0.7789637225753503,Academic,0.8514265602589133
419,2023-12-13 16:41:43.520273,Applied Arts and Crafts,Approved,34,0.7923340450829124,Research,0.8533052806437642
420,2023-09-01 16:41:43.520274,Management,Submitted,16,0.566825290705259,Administration,0.7801129935326103
421,2023-09-16 16:41:43.520278,Pharmacy,Submitted,60,0.7219295942106505,Research,0.812443798535011
422,2024-07-15 16:41:43.520280,Applied Arts and Crafts,Submitted,66,0.7253881419431819,Administration,0.8982870664819149
423,2023-09-11 16:41:43.520281,Pharmacy,Document Verification,66,0.9792489178338701,Administration,0.9303763676447673
424,2023-10-25 16:41:43.520283,Management,Document Verification,90,0.7155434313116447,Research,0.8786245608576184
425,2023-10-28 16:41:43.520284,Architecture,Under Evaluation,13,0.7746713224513788,Industry,0.9696291955382732
426,2024-04-09 16:41:43.520286,Engineering,Submitted,56,0.7666256996395513,Research,0.9281296352588804
427,2023-12-06 16:41:43.520288,Architecture,Approved,31,0.8183808585221636,Research,0.8247455159238074
428,2024-04-29 16:41:43.520289,Applied Arts and Crafts,Approved,34,0.874116415665948,Academic,0.8685624290574947
429,2024-05-17 16:41:43.520291,Engineering,Submitted,39,0.6125209380854361,Academic,0.9705233107684784
430,2024-03-26 16:41:43.520293,Applied Arts and Crafts,Submitted,67,0.7643622095492179,Research,0.8476672176972233
431,2024-04-06 16:41:43.520294,Management,Submitted,8,0.9129588536580152,Research,0.9299227791919322
432,2024-04-08 16:41:43.520296,Engineering,Document Verification,87,0.7315573569187557,Academic,0.8755242014359949
433,2024-05-03 16:41:43.520298,Applied Arts and Crafts,Document Verification,78,0.6392287731867865,Administration,0.8207745444241866
434,2023-10-17 16:41:43.520299,Management,Document Verification,55,0.8273545376781495,Research,0.6967352781661412
435,2023-11-30 16:41:43.520301,Architecture,Rejected,27,0.9118836978995615,Industry,0.7703990077873712
436,2024-05-31 16:41:43.520303,Management,Approved,93,0.5315701464636957,Industry,0.9870971299334863
437,2024-07-04 16:41:43.520304,Pharmacy,Approved,53,0.8883952417036136,Industry,0.8631061533090401
438,2023-09-20 16:41:43.520306,Management,Under Evaluation,39,0.9108239664808856,Research,0.8257581521355959
439,2024-01-15 16:41:43.520308,Management,Document Verification,65,0.7307614637943034,Administration,0.9731826502112909
440,2024-05-06 16:41:43.520309,Pharmacy,Rejected,17,0.9916528284092336,Administration,0.8346047124149795
441,2023-10-18 16:41:43.520311,Applied Arts and Crafts,Rejected,30,0.8933541703536545,Academic,0.8104330073669612
442,2023-11-26 16:41:43.520313,Applied Arts and Crafts,Approved,53,0.8868312824478328,Research,0.9037243420600821
443,2024-04-26 16:41:43.520314,Management,Document Verification,13,0.873919287206036,Administration,0.8850662475946178
444,2024-04-24 16:41:43.520316,Pharmacy,Under Evaluation,21,0.575304051609137,Research,0.6772640033633731
445,2024-07-04 16:41:43.520318,Pharmacy,Document Verification,19,0.6086154432265054,Academic,0.7885233098296485
446,2024-05-01 16:41:43.520319,Architecture,Submitted,53,0.7319950657322125,Academic,0.789006177127834
447,2024-08-30 16:41:43.520321,Applied Arts and Crafts,Document Verification,19,0.6320021749797329,Academic,0.7512898060973379
448,2024-01-05 16:41:43.520323,Engineering,Submitted,57,0.7076204861670202,Industry,0.8069173928609013
449,2023-11-15 16:41:43.520324,Applied Arts and Crafts,Submitted,25,0.9442320549614603,Research,0.7652429590908577
450,2024-05-27 16:41:43.520326,Applied Arts and Crafts,Under Evaluation,86,0.9121634459396346,Academic,0.6797381957884733
451,2024-04-27 16:41:43.520328,Architecture,Approved,31,0.815019939239991,Research,0.7649465949098724
452,2024-05-05 16:41:43.520329,Engineering,Document Verification,81,0.9290601971255518,Industry,0.6289107790292706
453,2024-07-14 16:41:43.520331,Architecture,Submitted,55,0.8918861945086246,Industry,0.8303143451097647
454,2024-06-03 16:41:43.520332,Engineering,Document Verification,23,0.7144924659204452,Academic,0.9414618195764448
455,2024-01-07 16:41:43.520334,Management,Approved,32,0.6005325760249726,Academic,0.8901148337418221
456,2023-12-03 16:41:43.520336,Engineering,Approved,62,0.7571005200046697,Administration,0.7441576160216444
457,2024-02-24 16:41:43.520337,Architecture,Rejected,74,0.8681144412642751,Research,0.6348284822309233
458,2024-02-21 16:41:43.520339,Applied Arts and Crafts,Approved,10,0.7182097993647965,Academic,0.6808597596901083
459,2024-06-23 16:41:43.520341,Engineering,Under Evaluation,72,0.8333859548919487,Administration,0.8181961361979343
460,2023-11-27 16:41:43.520343,Engineering,Submitted,54,0.5471637131455218,Research,0.6828228333532131
461,2023-09-17 16:41:43.520345,Pharmacy,Rejected,52,0.8740023681857017,Academic,0.817589244513987
462,2023-12-28 16:41:43.520346,Applied Arts and Crafts,Under Evaluation,20,0.906356809946531,Administration,0.6926396099055595
463,2024-06-16 16:41:43.520348,Management,Document Verification,32,0.8534189278902706,Administration,0.9395695477904291
464,2024-03-30 16:41:43.520349,Architecture,Submitted,14,0.9836317937631828,Research,0.7589085891361839
465,2024-04-09 16:41:43.520351,Management,Approved,50,0.9133260287303202,Administration,0.6982202503777964
466,2024-06-06 16:41:43.520353,Applied Arts and Crafts,Submitted,28,0.9515468639382691,Research,0.9249304720988246
467,2024-02-28 16:41:43.520354,Engineering,Document Verification,53,0.966785541728824,Research,0.7371355859221803
468,2023-11-20 16:41:43.520356,Engineering,Rejected,24,0.9006739959369043,Research,0.6445950751355127
469,2024-01-24 16:41:43.520358,Applied Arts and Crafts,Rejected,79,0.8371294210032496,Industry,0.8281637965614567
470,2024-06-23 16:41:43.520359,Engineering,Rejected,22,0.5028592906803946,Administration,0.8326256817751955
471,2024-07-15 16:41:43.520361,Engineering,Approved,30,0.7329128766115623,Research,0.8858782700942937
472,2024-05-29 16:41:43.520362,Engineering,Under Evaluation,63,0.7855811493111805,Academic,0.6960877732833542
473,2024-01-06 16:41:43.520364,Architecture,Under Evaluation,4,0.6520151362239999,Industry,0.777508535636898
474,2024-02-09 16:41:43.520366,Architecture,Submitted,77,0.659052223451736,Industry,0.7129471676170624
475,2024-01-26 16:41:43.520367,Pharmacy,Approved,59,0.9805797078550826,Administration,0.6323814944462752
476,2023-09-25 16:41:43.520369,Management,Rejected,87,0.945855432601373,Research,0.9506455308063566
477,2024-07-23 16:41:43.520371,Applied Arts and Crafts,Rejected,8,0.9245895027508522,Administration,0.8915479217953365
478,2024-05-23 16:41:43.520372,Applied Arts and Crafts,Document Verification,82,0.7030059008530554,Industry,0.7205852237835203
479,2023-11-16 16:41:43.520374,Applied Arts and Crafts,Document Verification,12,0.5068492752044573,Research,0.8397491971487945
480,2023-12-21 16:41:43.520376,Pharmacy,Rejected,31,0.540111123227857,Academic,0.680505515253789
481,2024-01-22 16:41:43.520377,Architecture,Rejected,78,0.6560981841088018,Research,0.9560946487183084
482,2023-09-09 16:41:43.520379,Pharmacy,Approved,34,0.5078714564978385,Industry,0.645962537344764
483,2024-08-08 16:41:43.520381,Applied Arts and Crafts,Under Evaluation,82,0.5085748909575991,Academic,0.6015348582031204
484,2023-12-25 16:41:43.520382,Management,Document Verification,98,0.9583016508212054,Research,0.8008032790956728
485,2024-08-21 16:41:43.520384,Engineering,Under Evaluation,75,0.8530792510595271,Academic,0.8332511293811478
486,2023-12-29 16:41:43.520385,Architecture,Approved,76,0.6544779950340763,Academic,0.8315861281183218
487,2023-10-11 16:41:43.520387,Architecture,Rejected,49,0.5663222888004766,Industry,0.6218047709751305
488,2024-05-23 16:41:43.520389,Pharmacy,Under Evaluation,79,0.7558178589475386,Academic,0.725617522767373
489,2023-11-15 16:41:43.520390,Architecture,Rejected,57,0.5026730804271822,Administration,0.7996795787365327
490,2024-03-04 16:41:43.520392,Applied Arts and Crafts,Rejected,95,0.9692068719290721,Industry,0.6866316742508963
491,2024-01-21 16:41:43.520394,Applied Arts and Crafts,Submitted,93,0.7074075596944736,Administration,0.9490503541943586
492,2023-12-25 16:41:43.520395,Pharmacy,Under Evaluation,26,0.7011674776186664,Academic,0.6348437157845735
493,2024-04-06 16:41:43.520397,Applied Arts and Crafts,Under Evaluation,18,0.6952968037908911,Administration,0.7949537766688172
494,2024-05-27 16:41:43.520398,Management,Rejected,96,0.5346641651938824,Research,0.8765664230052608
495,2023-12-18 16:41:43.520400,Pharmacy,Approved,86,0.8191611198959132,Academic,0.704700440053793
496,2023-10-11 16:41:43.520402,Management,Submitted,38,0.8665018098141767,Research,0.8496962947990072
497,2024-08-27 16:41:43.520403,Engineering,Rejected,81,0.8380626987941451,Administration,0.9317540600569498
498,2024-08-15 16:41:43.520405,Management,Document Verification,87,0.5692177466646972,Research,0.676134790038019
499,2023-11-25 16:41:43.520406,Engineering,Document Verification,88,0.7894200840177963,Academic,0.9668882367299452
500,2023-09-30 16:41:43.520408,Engineering,Submitted,50,0.784742242086127,Research,0.8214234130649432
501,2023-12-28 16:41:43.520410,Management,Approved,8,0.934205393970691,Administration,0.7196928017204242
502,2023-12-17 16:41:43.520411,Pharmacy,Rejected,41,0.6895638291878234,Administration,0.7723433101529082
503,2024-03-24 16:41:43.520413,Applied Arts and Crafts,Under Evaluation,6,0.6857429718297171,Administration,0.7248767535145552
504,2023-09-26 16:41:43.520415,Applied Arts and Crafts,Submitted,69,0.8092635293590928,Academic,0.8900444639733265
505,2024-04-01 16:41:43.520416,Engineering,Approved,44,0.8165363267497565,Administration,0.9185202653660529
506,2024-03-06 16:41:43.520418,Engineering,Under Evaluation,64,0.7346426136628952,Academic,0.9331749569274644
507,2024-03-21 16:41:43.520420,Pharmacy,Document Verification,29,0.7215296811652105,Research,0.9943072998342964
508,2024-07-29 16:41:43.520421,Architecture,Document Verification,28,0.7470738353189413,Administration,0.9165137169986735
509,2024-03-05 16:41:43.520423,Management,Under Evaluation,11,0.9305226497516559,Research,0.8405536282754253
510,2024-05-22 16:41:43.520424,Engineering,Submitted,65,0.7305834506269551,Industry,0.7356881193567135
511,2023-12-07 16:41:43.520426,Applied Arts and Crafts,Document Verification,19,0.9699658959849112,Research,0.8178381794842997
512,2023-10-13 16:41:43.520428,Pharmacy,Rejected,9,0.7520018817981631,Industry,0.6164272691161622
513,2024-06-27 16:41:43.520430,Management,Under Evaluation,27,0.9746003465904457,Research,0.8979300302119653
514,2024-03-16 16:41:43.520431,Pharmacy,Under Evaluation,34,0.9164159509345379,Academic,0.7783822180368407
515,2023-10-06 16:41:43.520433,Management,Document Verification,44,0.6812156613079146,Research,0.608009291892875
516,2024-07-19 16:41:43.520434,Management,Submitted,68,0.9318207106483081,Academic,0.6250027766041643
517,2024-07-18 16:41:43.520436,Engineering,Rejected,82,0.5550316421005577,Academic,0.7549865855287027
518,2023-11-20 16:41:43.520438,Pharmacy,Submitted,15,0.9625235876715073,Administration,0.8333686076073741
519,2024-08-19 16:41:43.520439,Pharmacy,Approved,51,0.8158217575414458,Academic,0.7856815795808506
520,2024-05-28 16:41:43.520441,Applied Arts and Crafts,Approved,13,0.5271953742611556,Industry,0.8476817269168619
