date,subdivision,certificate_type,processing_time,status
2024-08-12 12:58:45.754294,East,Income,18,Issued
2024-08-21 12:58:45.754320,North,Income,27,Pending
2024-08-24 12:58:45.754344,East,Marriage,29,Issued
2024-08-08 12:58:45.754371,North,Birth,26,Pending
2024-08-09 12:58:45.754397,East,Income,27,Issued
2024-08-24 12:58:45.754426,South,Income,19,Pending
2024-08-26 12:58:45.754449,East,Income,5,Issued
2024-08-06 12:58:45.754475,North,Domicile,10,Pending
2024-08-30 12:58:45.754497,West,Birth,17,Issued
2024-08-21 12:58:45.754523,Central,Caste,28,Pending
2024-08-18 12:58:45.754545,South,Domicile,22,Pending
2024-08-15 12:58:45.754574,East,Marriage,1,Pending
2024-08-26 12:58:45.754599,South,Domicile,3,Issued
2024-08-09 12:58:45.754625,North,Death,27,Issued
2024-08-21 12:58:45.754647,South,Income,14,Issued
2024-08-01 12:58:45.754671,North,Domicile,21,Pending
2024-08-05 12:58:45.754692,Central,Marriage,23,Issued
2024-08-20 12:58:45.754723,North,Income,5,Rejected
2024-08-22 12:58:45.754746,North,Caste,20,Issued
2024-08-23 12:58:45.754777,West,Domicile,28,Issued
2024-08-16 12:58:45.754800,South,Marriage,7,Issued
2024-08-11 12:58:45.754825,Central,Birth,8,Issued
2024-08-19 12:58:45.754848,Central,Marriage,8,Issued
2024-08-15 12:58:45.754870,East,Birth,6,Pending
2024-08-02 12:58:45.754890,Central,Birth,26,Issued
2024-08-02 12:58:45.754911,West,Marriage,22,Issued
2024-08-19 12:58:45.754932,West,Domicile,22,Rejected
2024-08-13 12:58:45.754956,Central,Death,23,Pending
2024-08-01 12:58:45.754977,Central,Caste,18,Issued
2024-08-01 12:58:45.755011,South,Marriage,28,Rejected
2024-08-22 12:58:45.755044,South,Birth,6,Issued
2024-08-13 12:58:45.755075,South,Marriage,22,Rejected
2024-08-03 12:58:45.755156,North,Domicile,28,Issued
2024-08-23 12:58:45.755189,North,Birth,16,Rejected
2024-08-18 12:58:45.755213,Central,Birth,19,Issued
2024-08-08 12:58:45.755238,North,Domicile,7,Pending
2024-08-12 12:58:45.755265,West,Marriage,29,Pending
2024-08-02 12:58:45.755287,South,Domicile,19,Issued
2024-08-19 12:58:45.755311,East,Marriage,10,Pending
2024-08-01 12:58:45.755336,Central,Domicile,13,Issued
2024-08-25 12:58:45.755359,East,Death,12,Issued
2024-08-17 12:58:45.755385,East,Income,5,Issued
2024-08-29 12:58:45.755425,Central,Domicile,4,Pending
2024-08-06 12:58:45.755457,North,Domicile,17,Pending
2024-08-09 12:58:45.755502,East,Domicile,25,Pending
2024-08-16 12:58:45.755525,West,Income,29,Issued
2024-08-23 12:58:45.755551,East,Birth,28,Pending
2024-08-14 12:58:45.755587,North,Income,26,Issued
2024-08-12 12:58:45.755618,East,Birth,17,Issued
2024-08-06 12:58:45.755644,East,Domicile,18,Pending
2024-08-12 12:58:45.755666,East,Death,1,Rejected
2024-08-21 12:58:45.755692,North,Income,21,Issued
2024-08-11 12:58:45.755713,West,Marriage,1,Pending
2024-08-23 12:58:45.755740,South,Domicile,11,Issued
2024-08-05 12:58:45.755761,North,Marriage,18,Issued
2024-08-07 12:58:45.755782,West,Domicile,5,Rejected
2024-08-10 12:58:45.755807,West,Domicile,28,Issued
2024-08-23 12:58:45.755831,Central,Domicile,12,Issued
2024-08-30 12:58:45.755852,North,Caste,7,Issued
2024-08-01 12:58:45.755879,Central,Death,21,Rejected
2024-08-04 12:58:45.755900,North,Death,7,Pending
2024-08-28 12:58:45.755926,Central,Death,24,Pending
2024-08-28 12:58:45.755955,North,Birth,7,Issued
2024-08-21 12:58:45.755976,Central,Marriage,25,Issued
2024-08-19 12:58:45.756002,East,Birth,11,Issued
2024-08-25 12:58:45.756023,South,Marriage,11,Rejected
2024-08-27 12:58:45.756051,North,Income,4,Pending
2024-08-08 12:58:45.756080,West,Marriage,15,Rejected
2024-08-17 12:58:45.756105,West,Income,11,Issued
2024-08-19 12:58:45.756127,East,Caste,6,Pending
2024-08-11 12:58:45.756153,Central,Marriage,1,Issued
2024-08-24 12:58:45.756178,South,Death,12,Issued
2024-08-27 12:58:45.756203,North,Birth,22,Issued
2024-08-19 12:58:45.756226,South,Income,22,Issued
2024-08-23 12:58:45.756251,North,Income,2,Issued
2024-08-17 12:58:45.756275,Central,Caste,28,Pending
2024-08-26 12:58:45.756299,East,Birth,8,Issued
2024-08-11 12:58:45.756323,West,Birth,2,Pending
2024-08-29 12:58:45.756347,North,Death,16,Issued
2024-08-12 12:58:45.756368,South,Death,18,Issued
2024-08-05 12:58:45.756394,West,Income,25,Rejected
2024-08-07 12:58:45.756415,North,Birth,3,Issued
2024-08-06 12:58:45.756441,North,Death,25,Pending
2024-08-05 12:58:45.756469,North,Caste,9,Rejected
2024-08-30 12:58:45.756494,North,Marriage,2,Issued
2024-08-20 12:58:45.756516,Central,Marriage,7,Rejected
2024-08-24 12:58:45.756540,South,Birth,10,Issued
2024-08-12 12:58:45.756564,South,Caste,22,Issued
2024-08-11 12:58:45.756587,West,Birth,7,Pending
2024-08-17 12:58:45.756611,West,Marriage,13,Issued
2024-08-08 12:58:45.756632,West,Domicile,27,Issued
2024-08-09 12:58:45.756660,West,Caste,21,Issued
2024-08-28 12:58:45.756686,Central,Death,11,Pending
2024-08-16 12:58:45.756712,West,Caste,1,Rejected
2024-08-02 12:58:45.756734,West,Income,3,Issued
2024-08-05 12:58:45.756758,West,Death,11,Pending
2024-08-22 12:58:45.756784,Central,Caste,20,Issued
2024-08-10 12:58:45.756806,North,Domicile,7,Issued
2024-08-06 12:58:45.756832,West,Caste,1,Issued
2024-08-15 12:58:45.756855,Central,Death,19,Issued
2024-08-17 12:58:45.756881,East,Domicile,27,Issued
2024-08-30 12:58:45.756904,East,Birth,14,Issued
2024-08-15 12:58:45.756925,West,Marriage,13,Issued
2024-08-13 12:58:45.756955,East,Income,12,Issued
2024-08-10 12:58:45.756979,Central,Birth,8,Issued
2024-08-13 12:58:45.757008,East,Domicile,10,Issued
2024-08-19 12:58:45.757029,South,Birth,22,Issued
2024-08-11 12:58:45.757059,South,Caste,2,Issued
2024-08-12 12:58:45.757085,Central,Birth,12,Issued
2024-08-30 12:58:45.757109,South,Income,26,Issued
2024-08-21 12:58:45.757130,South,Birth,4,Issued
2024-08-01 12:58:45.757160,South,Birth,23,Pending
2024-08-05 12:58:45.757185,North,Caste,19,Issued
2024-08-20 12:58:45.757208,North,Income,27,Pending
2024-08-20 12:58:45.757229,North,Birth,6,Issued
2024-08-19 12:58:45.757272,East,Marriage,6,Issued
2024-08-17 12:58:45.757297,Central,Domicile,18,Issued
2024-08-29 12:58:45.757323,East,Caste,15,Issued
2024-08-15 12:58:45.757345,North,Domicile,9,Issued
2024-08-14 12:58:45.757370,North,Marriage,7,Issued
2024-08-15 12:58:45.757397,North,Marriage,3,Issued
2024-08-22 12:58:45.757419,North,Marriage,22,Issued
2024-08-21 12:58:45.757444,West,Death,16,Rejected
2024-08-25 12:58:45.757466,East,Death,9,Issued
2024-08-15 12:58:45.757491,South,Death,21,Pending
2024-08-09 12:58:45.757518,South,Domicile,13,Rejected
2024-08-27 12:58:45.757539,East,Caste,26,Issued
2024-08-07 12:58:45.757565,East,Caste,9,Issued
2024-08-14 12:58:45.757595,South,Domicile,25,Issued
2024-08-10 12:58:45.757621,South,Marriage,27,Issued
2024-08-17 12:58:45.757648,South,Caste,29,Issued
2024-08-10 12:58:45.757670,East,Birth,10,Pending
2024-08-12 12:58:45.757700,South,Income,6,Rejected
2024-08-03 12:58:45.757727,North,Domicile,18,Issued
2024-08-23 12:58:45.757754,West,Domicile,6,Issued
2024-08-23 12:58:45.757785,West,Birth,11,Issued
2024-08-27 12:58:45.757808,West,Caste,12,Pending
2024-08-12 12:58:45.757832,South,Birth,25,Pending
2024-08-11 12:58:45.757858,North,Birth,27,Issued
2024-08-02 12:58:45.757880,Central,Domicile,18,Issued
2024-08-22 12:58:45.757911,South,Income,19,Pending
2024-08-08 12:58:45.757937,North,Income,26,Pending
2024-08-01 12:58:45.757959,East,Marriage,4,Issued
2024-08-03 12:58:45.757985,Central,Income,15,Pending
2024-08-10 12:58:45.758007,South,Caste,13,Issued
2024-08-12 12:58:45.758032,West,Domicile,23,Issued
2024-08-14 12:58:45.758053,East,Domicile,15,Issued
2024-08-02 12:58:45.758079,South,Domicile,8,Issued
2024-08-10 12:58:45.758100,South,Income,27,Pending
2024-08-23 12:58:45.758124,Central,Death,7,Issued
2024-08-30 12:58:45.758149,East,Marriage,1,Pending
2024-08-23 12:58:45.758171,North,Domicile,6,Pending
2024-08-04 12:58:45.758196,South,Caste,8,Pending
2024-08-01 12:58:45.758218,East,Domicile,1,Pending
2024-08-23 12:58:45.758242,Central,Marriage,7,Issued
2024-08-26 12:58:45.758268,Central,Marriage,7,Issued
2024-08-25 12:58:45.758289,West,Marriage,14,Issued
2024-08-22 12:58:45.758314,North,Marriage,23,Issued
2024-08-14 12:58:45.758339,South,Income,20,Issued
2024-08-13 12:58:45.758360,East,Death,10,Pending
2024-08-29 12:58:45.758386,Central,Domicile,16,Issued
2024-08-27 12:58:45.758407,South,Death,29,Pending
2024-08-27 12:58:45.758438,North,Birth,15,Pending
2024-08-06 12:58:45.758460,East,Marriage,17,Issued
2024-08-10 12:58:45.758483,Central,Income,17,Pending
2024-08-16 12:58:45.758504,Central,Marriage,23,Issued
2024-08-14 12:58:45.758529,West,Birth,3,Issued
2024-08-19 12:58:45.758551,South,Death,10,Issued
2024-08-03 12:58:45.758576,West,Death,5,Issued
2024-08-03 12:58:45.758600,Central,Domicile,22,Rejected
2024-08-19 12:58:45.758625,South,Caste,18,Issued
2024-08-20 12:58:45.758650,South,Death,24,Issued
2024-08-08 12:58:45.758674,West,Death,8,Issued
2024-08-15 12:58:45.758698,North,Death,29,Issued
2024-08-25 12:58:45.758722,Central,Death,11,Issued
2024-08-25 12:58:45.758747,South,Caste,5,Issued
2024-08-17 12:58:45.758774,Central,Birth,11,Pending
2024-08-04 12:58:45.758795,West,Income,12,Issued
2024-08-17 12:58:45.758820,Central,Death,12,Rejected
2024-08-19 12:58:45.758844,North,Death,21,Pending
2024-08-06 12:58:45.758868,West,Domicile,13,Rejected
2024-08-08 12:58:45.758891,North,Income,20,Pending
2024-08-26 12:58:45.758919,South,Birth,24,Issued
2024-08-22 12:58:45.758943,West,Income,4,Rejected
2024-08-08 12:58:45.758967,South,Domicile,3,Pending
2024-08-17 12:58:45.758993,East,Birth,20,Issued
2024-08-05 12:58:45.759015,North,Domicile,8,Issued
2024-08-04 12:58:45.759040,Central,Birth,28,Issued
2024-08-19 12:58:45.759062,West,Caste,17,Pending
2024-08-06 12:58:45.759087,East,Marriage,8,Issued
2024-08-24 12:58:45.759109,West,Death,21,Issued
2024-08-22 12:58:45.759135,East,Death,13,Pending
2024-08-12 12:58:45.759156,North,Marriage,15,Issued
2024-08-09 12:58:45.759180,North,Domicile,18,Issued
2024-08-25 12:58:45.759205,Central,Caste,5,Pending
2024-08-18 12:58:45.759230,East,Caste,16,Issued
2024-08-20 12:58:45.759252,East,Marriage,6,Pending
2024-08-09 12:58:45.759280,North,Caste,1,Pending
2024-08-05 12:58:45.759306,Central,Birth,17,Issued
2024-08-11 12:58:45.759331,West,Income,6,Pending
2024-08-17 12:58:45.759356,West,Income,2,Issued
2024-08-16 12:58:45.759380,North,Caste,13,Issued
2024-08-24 12:58:45.759403,North,Caste,1,Pending
2024-08-29 12:58:45.759425,East,Caste,10,Pending
2024-08-13 12:58:45.759454,North,Caste,21,Pending
2024-08-08 12:58:45.759479,Central,Birth,12,Issued
2024-08-19 12:58:45.759503,Central,Birth,1,Issued
2024-08-23 12:58:45.759527,East,Domicile,11,Pending
2024-08-24 12:58:45.759552,South,Birth,20,Pending
2024-08-05 12:58:45.759575,West,Birth,4,Rejected
2024-08-10 12:58:45.759600,South,Marriage,10,Issued
2024-08-28 12:58:45.759624,South,Caste,13,Rejected
2024-08-19 12:58:45.759647,Central,Domicile,27,Issued
2024-08-11 12:58:45.759673,South,Income,29,Issued
2024-08-07 12:58:45.759694,Central,Income,22,Pending
2024-08-03 12:58:45.759720,North,Domicile,4,Issued
2024-08-03 12:58:45.759742,West,Income,28,Pending
2024-08-23 12:58:45.759767,North,Death,29,Pending
2024-08-27 12:58:45.759793,East,Birth,24,Pending
2024-08-15 12:58:45.759815,East,Death,1,Rejected
2024-08-02 12:58:45.759837,Central,Birth,27,Issued
2024-08-16 12:58:45.759859,South,Domicile,2,Pending
2024-08-26 12:58:45.759880,East,Death,19,Issued
2024-08-16 12:58:45.759901,West,Marriage,1,Issued
2024-08-13 12:58:45.759924,South,Birth,17,Issued
2024-08-20 12:58:45.759947,Central,Birth,17,Pending
2024-08-24 12:58:45.759977,Central,Marriage,27,Issued
2024-08-27 12:58:45.760004,East,Birth,27,Issued
2024-08-16 12:58:45.760037,South,Domicile,6,Issued
2024-08-14 12:58:45.760062,Central,Birth,10,Issued
2024-08-14 12:58:45.760084,North,Birth,13,Rejected
2024-08-19 12:58:45.760107,East,Caste,26,Pending
2024-08-11 12:58:45.760142,South,Birth,29,Issued
2024-08-22 12:58:45.760169,South,Caste,3,Pending
2024-08-05 12:58:45.760199,West,Domicile,28,Pending
2024-08-08 12:58:45.760225,Central,Marriage,10,Issued
2024-08-24 12:58:45.760247,Central,Income,4,Rejected
2024-08-04 12:58:45.760268,North,Income,8,Rejected
2024-08-06 12:58:45.760289,North,Caste,28,Pending
2024-08-25 12:58:45.760309,West,Death,2,Issued
2024-08-07 12:58:45.760330,Central,Income,22,Issued
2024-08-16 12:58:45.760355,West,Caste,5,Issued
2024-08-08 12:58:45.760378,North,Death,2,Pending
2024-08-05 12:58:45.760400,East,Birth,27,Issued
2024-08-19 12:58:45.760423,East,Birth,2,Issued
2024-08-11 12:58:45.760451,East,Death,19,Issued
2024-08-21 12:58:45.760485,North,Domicile,7,Pending
2024-08-21 12:58:45.760511,Central,Income,27,Rejected
2024-08-29 12:58:45.760536,Central,Income,7,Rejected
2024-08-13 12:58:45.760561,West,Domicile,1,Pending
2024-08-10 12:58:45.760593,North,Caste,19,Issued
2024-08-11 12:58:45.760613,South,Income,11,Issued
2024-08-29 12:58:45.760642,North,Marriage,4,Pending
2024-08-22 12:58:45.760668,West,Birth,27,Issued
2024-08-08 12:58:45.760692,East,Birth,25,Rejected
2024-08-22 12:58:45.760713,South,Income,4,Issued
2024-08-24 12:58:45.760734,West,Death,16,Issued
2024-08-19 12:58:45.760756,West,Birth,23,Rejected
2024-08-20 12:58:45.760778,North,Domicile,27,Issued
2024-08-04 12:58:45.760799,North,Marriage,18,Issued
2024-08-07 12:58:45.760821,East,Domicile,26,Issued
2024-08-11 12:58:45.760842,North,Marriage,13,Issued
2024-08-11 12:58:45.760864,North,Income,21,Pending
2024-08-02 12:58:45.760893,North,Death,24,Pending
2024-08-08 12:58:45.760919,North,Caste,4,Issued
2024-08-18 12:58:45.760949,West,Marriage,15,Pending
2024-08-30 12:58:45.760972,West,Birth,15,Rejected
2024-08-29 12:58:45.760993,South,Death,19,Pending
2024-08-13 12:58:45.761015,South,Birth,4,Rejected
2024-08-24 12:58:45.761038,East,Income,15,Issued
2024-08-28 12:58:45.761060,South,Marriage,26,Pending
2024-08-18 12:58:45.761081,South,Marriage,13,Issued
2024-08-18 12:58:45.761112,East,Death,10,Pending
2024-08-20 12:58:45.761139,East,Birth,8,Pending
2024-08-10 12:58:45.761161,North,Income,3,Issued
2024-08-24 12:58:45.761194,Central,Income,28,Issued
2024-08-25 12:58:45.761223,North,Birth,1,Issued
2024-08-29 12:58:45.761255,East,Marriage,16,Issued
2024-08-26 12:58:45.761283,East,Marriage,1,Pending
2024-08-20 12:58:45.761312,North,Marriage,18,Issued
2024-08-30 12:58:45.761347,North,Domicile,16,Issued
2024-08-11 12:58:45.761373,North,Caste,20,Issued
2024-08-15 12:58:45.761412,Central,Income,9,Issued
2024-08-04 12:58:45.761434,West,Income,21,Issued
2024-08-15 12:58:45.761458,South,Marriage,1,Issued
2024-08-25 12:58:45.761490,Central,Caste,1,Issued
2024-08-17 12:58:45.761513,Central,Income,6,Issued
2024-08-23 12:58:45.761539,East,Income,23,Pending
2024-08-07 12:58:45.761563,West,Birth,25,Issued
2024-08-21 12:58:45.761591,South,Domicile,2,Pending
2024-08-29 12:58:45.761614,Central,Domicile,18,Rejected
2024-08-10 12:58:45.761649,West,Marriage,3,Issued
2024-08-20 12:58:45.761676,Central,Domicile,16,Rejected
2024-08-30 12:58:45.761697,Central,Income,18,Rejected
2024-08-05 12:58:45.761739,Central,Marriage,27,Issued
2024-08-25 12:58:45.761768,Central,Income,23,Issued
2024-08-10 12:58:45.761795,North,Marriage,8,Issued
2024-08-24 12:58:45.761822,Central,Birth,13,Issued
2024-08-18 12:58:45.761859,South,Birth,18,Issued
2024-08-03 12:58:45.761882,Central,Death,10,Issued
2024-08-17 12:58:45.761908,South,Marriage,20,Issued
2024-08-09 12:58:45.761933,West,Income,17,Issued
2024-08-28 12:58:45.761965,South,Domicile,19,Issued
2024-08-20 12:58:45.762001,West,Death,25,Issued
2024-08-08 12:58:45.762026,East,Marriage,18,Issued
2024-08-13 12:58:45.762063,North,Domicile,29,Issued
2024-08-11 12:58:45.762086,Central,Income,5,Issued
2024-08-14 12:58:45.762107,South,Caste,16,Rejected
2024-08-29 12:58:45.762133,North,Income,25,Rejected
2024-08-27 12:58:45.762159,South,Income,13,Pending
2024-08-10 12:58:45.762184,East,Birth,2,Pending
2024-08-30 12:58:45.762216,East,Death,1,Pending
2024-08-08 12:58:45.762239,West,Death,7,Issued
2024-08-07 12:58:45.762262,East,Birth,3,Pending
2024-08-07 12:58:45.762294,South,Death,24,Pending
2024-08-08 12:58:45.762316,Central,Income,18,Rejected
2024-08-01 12:58:45.762379,East,Birth,12,Pending
2024-08-26 12:58:45.762404,North,Death,5,Issued
2024-08-02 12:58:45.762430,South,Marriage,25,Pending
2024-08-05 12:58:45.762454,East,Income,25,Pending
2024-08-14 12:58:45.762486,Central,Income,14,Pending
2024-08-22 12:58:45.762512,East,Domicile,25,Pending
2024-08-20 12:58:45.762536,West,Domicile,27,Pending
2024-08-07 12:58:45.762573,East,Marriage,17,Issued
2024-08-05 12:58:45.762603,East,Income,27,Issued
2024-08-08 12:58:45.762629,South,Income,23,Issued
2024-08-18 12:58:45.762653,South,Birth,15,Pending
2024-08-24 12:58:45.762680,Central,Death,16,Pending
2024-08-21 12:58:45.762718,West,Death,14,Issued
2024-08-14 12:58:45.762754,North,Domicile,24,Pending
2024-08-28 12:58:45.762784,West,Domicile,24,Issued
2024-08-29 12:58:45.762809,East,Caste,20,Issued
2024-08-14 12:58:45.762831,South,Caste,1,Pending
2024-08-07 12:58:45.762866,Central,Marriage,26,Issued
2024-08-14 12:58:45.762889,West,Domicile,2,Pending
2024-08-16 12:58:45.762919,South,Domicile,21,Pending
2024-08-17 12:58:45.762945,North,Birth,21,Rejected
2024-08-25 12:58:45.762974,North,Caste,11,Pending
2024-08-17 12:58:45.763001,South,Birth,19,Pending
2024-08-10 12:58:45.763038,Central,Death,7,Issued
2024-08-30 12:58:45.763073,South,Death,24,Pending
2024-08-05 12:58:45.763098,North,Marriage,13,Pending
2024-08-16 12:58:45.763121,West,Domicile,27,Issued
2024-08-18 12:58:45.763158,South,Birth,17,Issued
2024-08-17 12:58:45.763187,East,Marriage,7,Issued
2024-08-01 12:58:45.763215,North,Income,3,Rejected
2024-08-05 12:58:45.763246,South,Caste,12,Pending
2024-08-01 12:58:45.763272,East,Death,15,Issued
2024-08-25 12:58:45.763303,South,Birth,4,Issued
2024-08-23 12:58:45.763329,South,Birth,28,Issued
2024-08-18 12:58:45.763366,West,Domicile,20,Issued
2024-08-14 12:58:45.763389,East,Caste,27,Pending
2024-08-14 12:58:45.763438,South,Birth,19,Rejected
2024-08-29 12:58:45.763459,North,Marriage,18,Issued
2024-08-21 12:58:45.763487,East,Marriage,5,Issued
2024-08-09 12:58:45.763512,West,Caste,11,Issued
2024-08-09 12:58:45.763549,East,Caste,18,Issued
2024-08-26 12:58:45.763576,North,Income,14,Pending
2024-08-14 12:58:45.763606,East,Birth,19,Issued
2024-08-13 12:58:45.763631,Central,Domicile,13,Pending
2024-08-10 12:58:45.763664,South,Domicile,16,Issued
2024-08-23 12:58:45.763765,West,Caste,1,Issued
2024-08-05 12:58:45.763800,East,Death,7,Rejected
2024-08-01 12:58:45.763829,West,Caste,25,Issued
2024-08-14 12:58:45.763851,Central,Marriage,23,Issued
2024-08-09 12:58:45.763886,West,Caste,7,Issued
2024-08-19 12:58:45.763909,Central,Marriage,7,Pending
2024-08-03 12:58:45.763932,Central,Income,21,Pending
2024-08-08 12:58:45.763957,South,Domicile,9,Issued
2024-08-01 12:58:45.763991,South,Marriage,1,Issued
2024-08-11 12:58:45.764015,North,Income,18,Issued
2024-08-23 12:58:45.764038,Central,Marriage,20,Pending
2024-08-23 12:58:45.764064,East,Death,26,Issued
2024-08-30 12:58:45.764096,South,Caste,3,Issued
2024-08-12 12:58:45.764118,South,Marriage,17,Pending
2024-08-19 12:58:45.764153,East,Caste,7,Rejected
2024-08-08 12:58:45.764176,West,Marriage,27,Issued
2024-08-05 12:58:45.764202,North,Income,13,Issued
2024-08-13 12:58:45.764233,South,Income,24,Issued
2024-08-05 12:58:45.764256,North,Birth,3,Pending
2024-08-05 12:58:45.764293,South,Domicile,20,Rejected
2024-08-10 12:58:45.764316,East,Marriage,25,Pending
2024-08-25 12:58:45.764348,East,Domicile,17,Issued
2024-08-26 12:58:45.764370,Central,Income,8,Issued
2024-08-16 12:58:45.764409,East,Caste,7,Pending
2024-08-11 12:58:45.764434,Central,Birth,16,Issued
2024-08-10 12:58:45.764466,North,Income,15,Rejected
2024-08-13 12:58:45.764489,East,Domicile,4,Issued
2024-08-03 12:58:45.764512,West,Birth,28,Issued
2024-08-18 12:58:45.764544,South,Income,4,Issued
2024-08-04 12:58:45.764567,East,Birth,4,Issued
2024-08-04 12:58:45.764590,West,Death,8,Issued
2024-08-13 12:58:45.764627,South,Domicile,22,Issued
2024-08-18 12:58:45.764650,North,Birth,14,Issued
2024-08-12 12:58:45.764675,Central,Marriage,5,Issued
2024-08-07 12:58:45.764707,South,Caste,19,Issued
2024-08-07 12:58:45.764729,North,Caste,18,Issued
2024-08-28 12:58:45.764769,North,Death,7,Issued
2024-08-27 12:58:45.764791,Central,Birth,28,Issued
2024-08-25 12:58:45.764819,Central,Income,17,Pending
2024-08-19 12:58:45.764842,Central,Domicile,4,Issued
2024-08-10 12:58:45.764865,West,Domicile,20,Pending
2024-08-17 12:58:45.764887,West,Income,7,Issued
2024-08-27 12:58:45.764908,North,Death,4,Issued
2024-08-13 12:58:45.764935,East,Caste,27,Pending
2024-08-18 12:58:45.764956,North,Caste,26,Issued
2024-08-11 12:58:45.764980,North,Caste,12,Issued
2024-08-18 12:58:45.765001,South,Marriage,7,Issued
2024-08-21 12:58:45.765022,Central,Death,10,Issued
2024-08-05 12:58:45.765043,Central,Income,6,Issued
2024-08-25 12:58:45.765065,Central,Domicile,25,Issued
2024-08-01 12:58:45.765086,Central,Income,26,Rejected
2024-08-26 12:58:45.765105,East,Marriage,23,Issued
2024-08-16 12:58:45.765126,South,Birth,27,Rejected
2024-08-18 12:58:45.765146,North,Death,23,Issued
2024-08-02 12:58:45.765166,South,Income,17,Issued
2024-08-29 12:58:45.765186,Central,Death,26,Issued
2024-08-25 12:58:45.765209,South,Death,22,Issued
2024-08-10 12:58:45.765232,West,Death,20,Pending
2024-08-22 12:58:45.765251,North,Marriage,23,Rejected
2024-08-09 12:58:45.765274,North,Birth,4,Pending
2024-08-23 12:58:45.765294,East,Domicile,12,Pending
2024-08-03 12:58:45.765313,West,Domicile,6,Issued
2024-08-10 12:58:45.765336,West,Birth,28,Rejected
2024-08-30 12:58:45.765358,West,Marriage,6,Rejected
2024-08-22 12:58:45.765379,Central,Domicile,1,Issued
2024-08-03 12:58:45.765398,West,Domicile,4,Pending
2024-08-18 12:58:45.765419,North,Caste,16,Issued
2024-08-22 12:58:45.765438,West,Birth,9,Pending
2024-08-03 12:58:45.765459,East,Birth,11,Rejected
2024-08-13 12:58:45.765479,South,Domicile,19,Issued
2024-08-13 12:58:45.765499,South,Caste,5,Pending
2024-08-04 12:58:45.765518,North,Birth,22,Rejected
2024-08-02 12:58:45.765537,South,Income,19,Rejected
2024-08-15 12:58:45.765558,West,Caste,7,Issued
2024-08-26 12:58:45.765578,North,Domicile,28,Pending
2024-08-30 12:58:45.765598,Central,Income,17,Issued
2024-08-29 12:58:45.765617,West,Birth,24,Issued
2024-08-02 12:58:45.765638,South,Marriage,23,Issued
2024-08-12 12:58:45.765659,West,Marriage,18,Issued
2024-08-21 12:58:45.765678,West,Birth,16,Issued
2024-08-04 12:58:45.765700,West,Marriage,26,Issued
2024-08-28 12:58:45.765720,East,Birth,13,Pending
2024-08-08 12:58:45.765746,West,Birth,21,Issued
2024-08-02 12:58:45.765765,East,Birth,15,Issued
2024-08-20 12:58:45.765790,West,Birth,1,Issued
2024-08-07 12:58:45.765809,North,Marriage,20,Issued
2024-08-24 12:58:45.765841,Central,Marriage,12,Issued
2024-08-24 12:58:45.765865,South,Birth,16,Issued
2024-08-22 12:58:45.765885,West,Domicile,18,Issued
2024-08-19 12:58:45.765909,West,Death,12,Issued
2024-08-11 12:58:45.765930,Central,Income,29,Issued
2024-08-17 12:58:45.765959,South,Domicile,4,Issued
2024-08-23 12:58:45.765985,East,Domicile,24,Issued
2024-08-15 12:58:45.766006,East,Income,20,Issued
2024-08-09 12:58:45.766026,North,Birth,4,Pending
2024-08-12 12:58:45.766048,Central,Marriage,20,Issued
2024-08-05 12:58:45.766070,South,Death,26,Issued
2024-08-29 12:58:45.766098,Central,Death,19,Issued
2024-08-17 12:58:45.766124,North,Marriage,20,Issued
2024-08-05 12:58:45.766145,East,Marriage,2,Pending
2024-08-30 12:58:45.766165,Central,Marriage,25,Issued
2024-08-26 12:58:45.766189,South,Caste,23,Pending
2024-08-27 12:58:45.766209,Central,Death,6,Issued
2024-08-12 12:58:45.766230,Central,Death,8,Issued
2024-08-02 12:58:45.766251,South,Death,10,Issued
2024-08-09 12:58:45.766270,North,Income,8,Issued
2024-08-04 12:58:45.766291,North,Income,27,Pending
2024-08-11 12:58:45.766310,West,Caste,27,Issued
2024-08-30 12:58:45.766331,West,Caste,14,Issued
2024-08-22 12:58:45.766350,Central,Birth,25,Issued
2024-08-05 12:58:45.766370,Central,Death,9,Issued
2024-08-18 12:58:45.766390,West,Marriage,15,Issued
2024-08-08 12:58:45.766411,South,Domicile,7,Issued
2024-08-10 12:58:45.766432,Central,Birth,1,Rejected
2024-08-04 12:58:45.766451,Central,Marriage,14,Pending
2024-08-10 12:58:45.766471,South,Death,5,Issued
2024-08-12 12:58:45.766490,East,Death,5,Rejected
2024-08-24 12:58:45.766512,Central,Birth,4,Issued
2024-08-11 12:58:45.766531,South,Caste,4,Issued
2024-08-08 12:58:45.766551,Central,Domicile,12,Pending
2024-08-03 12:58:45.766571,West,Marriage,23,Issued
2024-08-10 12:58:45.766591,South,Death,19,Pending
2024-08-27 12:58:45.766611,West,Domicile,2,Issued
2024-08-28 12:58:45.766635,Central,Death,3,Pending
2024-08-14 12:58:45.766656,West,Income,1,Rejected
2024-08-24 12:58:45.766680,East,Caste,17,Issued
2024-08-11 12:58:45.766700,West,Marriage,3,Issued
2024-08-03 12:58:45.766738,North,Death,17,Rejected
2024-08-30 12:58:45.766757,West,Income,2,Issued
2024-08-16 12:58:45.766781,Central,Income,16,Issued
2024-08-27 12:58:45.766801,South,Income,20,Issued
2024-08-26 12:58:45.766821,South,Income,3,Issued
